Thu Apr  6 00:44:02 2023    profile_worker_32537.prof

         203717 function calls (197819 primitive calls) in 9.408 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/base.py:655(get_plugin_class)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/base.py:796(__init__)
        5    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/decl_api.py:1337(<genexpr>)
       11    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/visitors.py:563(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/util/_collections.py:555(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/compiler.py:4597(_setup_select_stack)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/dialects/postgresql/base.py:1928(for_update_clause)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/elements.py:4376(_tq_label)
        2    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/decl_api.py:1315(_recurse_with_dependencies)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/mapper.py:2625(_should_select_with_poly_adapter)
        4    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/mapper.py:2941(_polymorphic_adapter)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/annotation.py:88(_annotations_cache_key)
        4    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/elements.py:2928(_process_clauses_for_boolean)
       26    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/mapper.py:3196(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/path_registry.py:381(_getitem)
        5    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/mapper.py:2507(iterate_properties)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/base.py:290(_expand_cloned)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/engine/cursor.py:575(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/context.py:1601(_get_current_adapter)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/schema.py:2066(_gen_static_annotations_cache_key)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/pool/base.py:1232(__init__)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/path_registry.py:722(__missing__)
        4    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/util/_collections.py:184(__iter__)
        1    0.000    0.000    0.001    0.001 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/compiler.py:4491(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/elements.py:441(_cloned_set)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_weakrefset.py:26(__exit__)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/path_registry.py:719(__init__)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/elements.py:5253(apply_map)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:429(items)
        4    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/mapper.py:3129(column_attrs)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/interfaces.py:964(_get_context_loader)
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/base.py:203(_from_objects)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/compiler.py:519(lint)
        2    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/compiler.py:1601(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:246(__enter__)
        2    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/util/langhelpers.py:328(_exec_code_in_env)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/strategies.py:205(setup_query)
        4    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/event/attr.py:386(__iter__)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/compiler.py:4939(visit_table)
        8    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/mapper.py:3356(iterate_to_root)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/elements.py:4390(_non_anon_label)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/type_api.py:546(_has_column_expression)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/selectable.py:4625(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/context.py:1503(_select_statement)
        6    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        2    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/mapper.py:2695(_with_polymorphic_selectable)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/compiler.py:1590(_bind_processors)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/compiler.py:3620(_truncated_identifier)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/compiler.py:4699(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:218(_acquireLock)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/engine/default.py:1549(get_result_processor)
        5    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/mapper.py:2674(_with_polymorphic_mappers)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/compiler.py:3607(_truncate_bindparam)
       28    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:385(__len__)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/context.py:353(_append_dedupe_col_collection)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/annotation.py:350(_compiler_dispatch)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/mapper.py:2907(_polymorphic_properties)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy_utils/aggregates.py:522(update_generator_registry)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_weakrefset.py:16(__init__)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/_typing.py:346(has_schema_attr)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/compiler.py:2800(_get_operator_dispatch)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/selectable.py:4682(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/context.py:2249(_adjust_for_extra_criteria)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/mapper.py:2048(_prop_set)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/util/queue.py:232(_get)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/elements.py:1561(_proxy_key)
        6    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/_typing.py:350(is_quoted_name)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/annotation.py:106(<listcomp>)
        4    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/elements.py:4736(_from_objects)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/engine/cursor.py:459(<dictcomp>)
        4    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/util/langhelpers.py:1413(<genexpr>)
       12    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       12    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/util/_collections.py:300(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/selectable.py:4800(all_selected_columns)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/elements.py:2761(self_group)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/engine/result.py:1148(_getter)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/selectable.py:5141(_create_raw_select)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/compiler.py:556(warn)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/base.py:213(_select_iterables)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/selectable.py:3990(_has_row_limiting_clause)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/type_api.py:919(_cached_bind_processor)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/interfaces.py:951(_memoized_attr__wildcard_token)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/engine/cursor.py:852(_index_for_key)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1424(debug)
        4    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/mapper.py:2954(_iterate_polymorphic_properties)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/engine/cursor.py:871(_indexes_for_keys)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/interfaces.py:956(_memoized_attr__default_path_loader_key)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:227(_releaseLock)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/coercions.py:1030(_implicit_coercions)
        5    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/mapper.py:2611(_has_aliased_polymorphic_fromclause)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/selectable.py:4698(_get_display_froms)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/log.py:104(_should_log_info)
        5    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/compiler.py:1599(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/engine/cursor.py:566(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/compiler.py:1217(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/engine/base.py:557(connection)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/event/base.py:395(__init__)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/elements.py:4744(_render_label_in_columns_clause)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/base.py:209(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/elements.py:5036(_memoized_method_lower)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/base.py:847(_state_dict)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/event/attr.py:222(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/engine/cursor.py:387(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/dialects/postgresql/base.py:1908(get_select_precolumns)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/engine/default.py:653(do_begin)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/elements.py:1507(_select_iterable)
        1    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        2    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/selectable.py:3085(_from_objects)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/engine/cursor.py:402(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/engine/cursor.py:874(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/mapper.py:2596(_single_table_criterion)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/selectable.py:4802(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/util/_collections.py:549(__len__)
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/engine/base.py:1027(in_transaction)
        3    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/visitors.py:149(__class_getitem__)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/compiler.py:4489(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/decl_api.py:1344(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/elements.py:368(_from_objects)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/session.py:949(_is_transaction_boundary)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/selectable.py:595(_hide_froms)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/type_api.py:889(_unwrapped_dialect_impl)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/dialects/postgresql/psycopg2.py:493(result_processor)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        2    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/type_api.py:464(result_processor)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/compiler.py:1399(_global_attributes)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/type_api.py:1006(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/mapper.py:904(entity)
        1    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/compiler.py:1218(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/sql/base.py:298(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /home/za53/.local/lib/python3.8/site-packages/sqlalchemy/orm/context.py:1056(<genexpr>)


